source_url,title,year,source,protagonist,author,confidence,method,evidence,description
https://hoerspiele.dra.de/detailansicht/1436732,"""Leuchtkugeln aus Blut"" - Ein Thomas Harlan Porträt",2001,DRA,Broadcast,Michael Farin,medium,first named figure in description,"Broadcast about Thomas Harlan, author of the trilogy ""Rosa - The Rosa Peham Files"" and ""Rosa - The Journey to Kulmhof 1 and 2"".","Broadcast about Thomas Harlan, author of the trilogy ""Rosa - The Rosa Peham Files"" and ""Rosa - The Journey to Kulmhof 1 and 2""."
https://hoerspiele.dra.de/detailansicht/1436832,Koljas Briefe,2002,DRA,An old woman,Adolf Schröder,medium,generic protagonist phrase,An old woman tells of an early love for which there was no place.,"An old woman tells of an early love for which there was no place. The person opposite, a young lawyer whom she carefully selected and paid to listen patiently, remains silent."
https://hoerspiele.dra.de/detailansicht/1436805,Ich bin einsam wie ...,2001,DRA,Those whose nature,Gerwig Epkes,medium,named subject action,"I fear that the warm life within me will grow cold because of the ice-cold history of the day..."" Friedrich Hölderlin.","I fear that the warm life within me will grow cold because of the ice-cold history of the day..."" Friedrich Hölderlin. ""Those whose nature keeps them away from the community..."
https://hoerspiele.dra.de/detailansicht/1437211,Blitzlichter (3. Teil: Augenblicke von Entschluss und Untergang),2002,DRA,Ilse Aichinger,Ilse Aichinger,high,autobiographical description names author,Ilse Aichinger tells her life in an idiosyncratic way.,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1437210,Blitzlichter (1. Teil: Film und Verhängnis),2002,DRA,Ilse Aichinger,Ilse Aichinger,high,autobiographical description names author,Ilse Aichinger tells her life in an idiosyncratic way.,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1437212,Blitzlichter (4. Teil: Entwurf einer Zukunft),2002,DRA,Ilse Aichinger,Ilse Aichinger,high,autobiographical description names author,Ilse Aichinger tells her life in an idiosyncratic way.,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1437213,Blitzlichter (5. Teil: Journal des Verschwindens),2002,DRA,Ilse Aichinger,Ilse Aichinger,high,autobiographical description names author,Ilse Aichinger tells her life in an idiosyncratic way.,Ilse Aichinger tells her life in an idiosyncratic way. She describes films in short texts - and these feature articles become the autobiography of the enthusiastic cinema-goer.
https://hoerspiele.dra.de/detailansicht/1437296,"Melville, der Rätselhafte",2002,DRA,Herman Melville,Mira Alexandra Schnoor,high,opening biographical apposition,"Herman Melville, born in New York in 1819, started out as a simple sailor on whaling ships in 1841.","Herman Melville, born in New York in 1819, started out as a simple sailor on whaling ships in 1841. What followed: desertion, a stay with a Polynesian native tribe completely untouched by civilization, a mutiny on board a whaler, an escape from a prison in Tahiti, and service on an American warship."
https://hoerspiele.dra.de/detailansicht/1437268,The making of Roaratorio,2002,DRA,Finnegans Wake,Klaus Schöning,medium,first named figure in description,"An Irish Circus about Finnegans Wake"", a key work of acoustic art, John Cage combined his experiences with music and poetry, sound poetry and natural sounds, environmental sound and tape montage as well as his involvement in Zen to create an all-encompassing, sounding cosmogony.","An Irish Circus about Finnegans Wake"", a key work of acoustic art, John Cage combined his experiences with music and poetry, sound poetry and natural sounds, environmental sound and tape montage as well as his involvement in Zen to create an all-encompassing, sounding cosmogony."
https://hoerspiele.dra.de/detailansicht/1437351,Tagebuch eines sentimentalen Killers,2002,DRA,Tagebuch,Luis Sepúlveda,low,curated title fallback,"""The only reason to kill someone is to get a seven-figure check.","""The only reason to kill someone is to get a seven-figure check. Tax-free."" - that's what the killer says and he's a professional."
https://hoerspiele.dra.de/detailansicht/1437384,Nie wieder! (3. Teil: Briefe an Barbara),2002,DRA,A father,Leo Meter,medium,generic protagonist phrase,A father writes letters to his daughter.,"A father writes letters to his daughter. He is a soldier in World War II, far away. He served on the Eastern Front, in Ukraine. Barbara, to whom the letters are addressed, lives with her mother in Amsterdam."
https://hoerspiele.dra.de/detailansicht/1438374,Memorial,1956,DRA,Memorial,Günther Weisenborn,medium,first named figure in description,"Memorial means to remember, means memorial.","Memorial means to remember, means memorial. A report from Günther Weisenborn about the appreciation of the anti-fascist resistance against Hitler."
https://hoerspiele.dra.de/detailansicht/1440546,Ein Jahr mit Thomas Bernhard (2. Teil: Wegen 2 Minuten kann nicht gespielt werden),2002,DRA,Thomas Bernhard,Karl Ignaz Hennetmair,low,curated title fallback,"""You can hardly believe what you read for 600 pages.","""You can hardly believe what you read for 600 pages. Diary, minutes, reporter's prose, which purifies itself into honoring heroes, and in the next sentence darkens into insulting authors, declarations of love and declaration of war."
https://hoerspiele.dra.de/detailansicht/1441137,"Zur Zeit - live, revisited",2003,DRA,Hermann Kretzschmar,Hermann Kretzschmar,high,autobiographical description uses author,"""'At the moment' is a search, a journey, an attempt to determine one's position through hearing.","""'At the moment' is a search, a journey, an attempt to determine one's position through hearing. Autobiographical-documentary sound material from the last 12 years plays a major role."
https://hoerspiele.dra.de/detailansicht/1441250,Heim-Suchungen,1971,DRA,Heim-Suchungen,Helga M. Novak,high,portrait title is name,Heim-Suchungen,"The tax authorities can confirm that the weak minority of freelance authors is being exploited; because their average income is on a par with unskilled workers, and their social security is far lower."
https://hoerspiele.dra.de/detailansicht/1441212,Ein Porträt des plattdeutschen Autors Christian Holsten,1976,DRA,Christian Holsten,Hans O. E. Gronau,high,portrait phrase,A portrait of the Low German author Christian Holsten.,A portrait of the Low German author Christian Holsten.
https://hoerspiele.dra.de/detailansicht/1441789,Fortsetzung einer Biographie,1978,DRA,The author,Hannelies Taschau,medium,opening role phrase,The author tells of a sixteen-year-old girl who neither reacts to her mother's tears nor her father's beatings.,"The author tells of a sixteen-year-old girl who neither reacts to her mother's tears nor her father's beatings. She is simply stubborn in a quiet way, gives non-binding information to the carer who is called in, and actually seems to be a ""lovely"" girl."
https://hoerspiele.dra.de/detailansicht/1441334,Deiner fernen Wüste Trauer,2003,DRA,Maria Wolkonskaja,Maria Wolkonskaja,medium,named subject action + full-name expansion,"Shortly before the Urals, a carriage gets stuck in a snowstorm.","Shortly before the Urals, a carriage gets stuck in a snowstorm. The travelers: 21-year-old Princess Maria Wolkonskaya with her stubborn maid. With her luggage, Maria has little more than memories of a sheltered childhood, love poems by Alexander Pushkin and melodies from Ukraine - the 6,500 kilometer journey to Siberia lies ahead of her."
https://hoerspiele.dra.de/detailansicht/1442954,Ein weiter Weg (Teil 1: Aller Anfang ist Maloche),1969,DRA,Teil,Fritz Selbmann,low,curated title fallback,The career of a young worker into a communist politician.,"The career of a young worker into a communist politician. When the young worker Robert Hesse protests against the working conditions in a sawmill in the Palatinate, he is fired."
https://hoerspiele.dra.de/detailansicht/1442955,Ein weiter Weg (Teil 2: Heimfahrt ins gelobte Land),1969,DRA,Teil,Fritz Selbmann,low,curated title fallback,The career of a young worker into a communist politician.,"The career of a young worker into a communist politician. Robert Hesse, elected to the soldiers' council of his artillery regiment, believes in the possibilities of a republican defense force."
https://hoerspiele.dra.de/detailansicht/1442956,Ein weiter Weg (Teil 3: Das Jahr 1923),1969,DRA,Teil,Fritz Selbmann,low,curated title fallback,The career of a young worker into a communist politician.,"The career of a young worker into a communist politician. Robert Hesse, now a member of a communist operational cell in a coal mine and organizational leader, takes part in the revolutionary struggles against inflation and the occupation of the Ruhr."
https://hoerspiele.dra.de/detailansicht/1442957,Ein weiter Weg (Teil 4: Schlesisches Zwischenspiel),1969,DRA,Fritz Selbmann,Fritz Selbmann,high,autobiographical description uses author,A radio work based on Alternative - Balance Sheet - Credo (autobiography) text adaptation: Rolf Gumlich.,A radio work based on Alternative - Balance Sheet - Credo (autobiography) text adaptation: Rolf Gumlich.
https://hoerspiele.dra.de/detailansicht/1442958,Ein weiter Weg (Teil 5: Wetterleuchten),1969,DRA,Teil,Fritz Selbmann,low,curated title fallback,The career of a young worker into a communist politician.,The career of a young worker into a communist politician.
https://hoerspiele.dra.de/detailansicht/1442959,Ein weiter Weg (Teil 6: Und wenn es tausend Jahre wären),1969,DRA,Teil,Fritz Selbmann,low,curated title fallback,The career of a young worker into a communist politician.,The career of a young worker into a communist politician. The National Socialist justice system tried unsuccessfully to persuade Robert Hesse to betray the KPD.
https://hoerspiele.dra.de/detailansicht/1442960,Ein weiter Weg (Teil 7: Die lange Nacht),1969,DRA,Teil,Fritz Selbmann,low,curated title fallback,The career of a young worker into a communist politician.,"The career of a young worker into a communist politician. Robert Hesse goes through the ordeal of the National Socialist concentration camps, works in the communist camp management and is finally deported to the quarries in Flossenburg, where he is to be liquidated."
https://hoerspiele.dra.de/detailansicht/1442961,Ein weiter Weg (Teil 8: Ankunft in der Stunde Null),1969,DRA,Teil,Fritz Selbmann,low,curated title fallback,The career of a young worker into a communist politician.,"The career of a young worker into a communist politician. Robert Hesse returned to Leipzig in the spring of 1945, dedicated himself to organizing and gathering the anti-fascist forces, but was persecuted by the American occupying forces because of this activity."
https://hoerspiele.dra.de/detailansicht/1443138,Zwei Briefe an Pospischiel (Teil 2: Der zweite Brief),1972,DRA,Paul Pospischiel and his family,Max von der Grün; Gerhard Bengsch,medium,worker/name phrase,"Alarming news penetrates the apparently secure world of the worker Paul Pospischiel and his family and colleagues: Pospischiel's mother tells her son that she has discovered the man who betrayed his father to the National Socialists, and she also names a witness.","Alarming news penetrates the apparently secure world of the worker Paul Pospischiel and his family and colleagues: Pospischiel's mother tells her son that she has discovered the man who betrayed his father to the National Socialists, and she also names a witness."
https://hoerspiele.dra.de/detailansicht/1443137,Zwei Briefe an Pospischiel (Teil 1: Der erste Brief),1972,DRA,Paul Pospischiel and his family,Max von der Grün; Gerhard Bengsch,medium,worker/name phrase,"Alarming news penetrates the apparently secure world of the worker Paul Pospischiel and his family and colleagues: Pospischiel's mother tells her son that she has discovered the man who betrayed his father to the National Socialists, and she also names a witness.","Alarming news penetrates the apparently secure world of the worker Paul Pospischiel and his family and colleagues: Pospischiel's mother tells her son that she has discovered the man who betrayed his father to the National Socialists, and she also names a witness."
https://hoerspiele.dra.de/detailansicht/1443189,Biographie einer Landschaft,1973,DRA,This commission,Günter Wünsche,medium,named subject action,Two high school students are commissioned by the FDJ to investigate details of a femicide committed in Mecklenburg in 1933.,Two high school students are commissioned by the FDJ to investigate details of a femicide committed in Mecklenburg in 1933. This commission is intended to contribute to further shedding light on the local history of the labor movement.
https://hoerspiele.dra.de/detailansicht/1443207,Erwachen in Mississippi,1973,DRA,The young black Anne Moody,Anne Moody,medium,named subject action,"The young black Anne Moody reports in a monologue about her parents, family, school, her work as a domestic servant for ""white families"", the discrimination against blacks in Mississippi, her path to the civil rights movement and her hopes and successes with the black and white civil rights movements.","The young black Anne Moody reports in a monologue about her parents, family, school, her work as a domestic servant for ""white families"", the discrimination against blacks in Mississippi, her path to the civil rights movement and her hopes and successes with the black and white civil rights movements."
https://hoerspiele.dra.de/detailansicht/1443224,Briefe in die Ferne,1973,DRA,West German,Karlheinz Zydoreck,medium,first named figure in description,The offer of help from a West German company director aimed at future profits and the sincere expression of solidarity from a working class family from the GDR to Vietnam in letters after the end of the war.,The offer of help from a West German company director aimed at future profits and the sincere expression of solidarity from a working class family from the GDR to Vietnam in letters after the end of the war.
https://hoerspiele.dra.de/detailansicht/1443211,Die letzte Seite im Tagebuch,1973,DRA,Seite,Gisela Steineckert,low,curated title fallback,"The everyday life of a 17-year-old high school student: She chafes against her environment - for her, that is primarily her parents' home and school.","The everyday life of a 17-year-old high school student: She chafes against her environment - for her, that is primarily her parents' home and school. Added to this is an unhappy love story, a career dream that doesn't come true immediately - all normal, average problems."
https://hoerspiele.dra.de/detailansicht/1443355,Briefe an Anne,1975,DRA,A student from the GDR,Ulrike Schünemann,medium,generic protagonist phrase,A student from the GDR begins his five-year studies in Kharkov (Soviet Union).,"A student from the GDR begins his five-year studies in Kharkov (Soviet Union). His first encounters, impressions and experiences with the Soviet Union come to life in letters to his girlfriend in Leipzig."
https://hoerspiele.dra.de/detailansicht/1443344,Briefe aus New York,1974,DRA,A 50-year-old woman,Edith Anderson,medium,generic protagonist phrase,A 50-year-old woman who immigrated to the USA from Germany is looking for work as an editor in New York and for her own apartment.,A 50-year-old woman who immigrated to the USA from Germany is looking for work as an editor in New York and for her own apartment. She experiences the difficult conditions on the labor market and housing market and the resulting effects on interpersonal relationships.
https://hoerspiele.dra.de/detailansicht/1443399,Das Tagebuch der Eva Forest,1975,DRA,Alfonso Sastre,Eva Forest,medium,role/name phrase in description,"The radio work uses original diary recordings of the anti-fascist Eva Forest, the wife of the Spanish playwright Alfonso Sastre, who is incarcerated in a Spanish prison.","The radio work uses original diary recordings of the anti-fascist Eva Forest, the wife of the Spanish playwright Alfonso Sastre, who is incarcerated in a Spanish prison."
https://hoerspiele.dra.de/detailansicht/1443441,"Jürgen Gundlach, Produktionsdirektor der LPG Kotelow",1976,DRA,Jürgen Gundlach,Günter Ebert,medium,first named figure in description,"Jürgen Gundlach, production director at LPG Kotelow, is interviewed by an author about his work.","Jürgen Gundlach, production director at LPG Kotelow, is interviewed by an author about his work. The author and Gundlach's colleagues comment on his flawless and exemplary work."
https://hoerspiele.dra.de/detailansicht/1443482,Erinnerungen an Rüdiger Kremer,2002,DRA,Peter Dahl,Peter Dahl,high,opening biographical apposition,"Peter Dahl, born in 1942, studied German and sociology.","Peter Dahl, born in 1942, studied German and sociology. He worked as a journalist for news agencies, newspapers and magazines (""konkret"", ""pardon"")."
https://hoerspiele.dra.de/detailansicht/1443438,"Gertrud Westphal, Dreherin im VEB Büromaschinenwerk Sömmerda",1976,DRA,Gertrud Westphal,Klaus Hemberger,medium,first named figure in description,"The lathe operator Gertrud Westphal from VEB Büromaschinenwerk Sömmerda, her brigadier and her husband report on their exemplary work.","The lathe operator Gertrud Westphal from VEB Büromaschinenwerk Sömmerda, her brigadier and her husband report on their exemplary work."
https://hoerspiele.dra.de/detailansicht/1443439,"Willi Stachelhaus, Brigadier im VEB Kranbau Eberswalde",1976,DRA,Brigadier Willi Spikehaus,Joachim Ret,medium,first named figure in description,Brigadier Willi Spikehaus in the Eberswalde crane construction company reports on his commitment in everyday work.,Brigadier Willi Spikehaus in the Eberswalde crane construction company reports on his commitment in everyday work.
https://hoerspiele.dra.de/detailansicht/1443485,Der Fliegerpfeil,2002,DRA,First World War,Robert Musil,medium,first named figure in description,"In his diary from the First World War, Robert Musil notes: ""The piece of shrapnel or the pilot's arrow on Tenna: You have been hearing it for a long time.","In his diary from the First World War, Robert Musil notes: ""The piece of shrapnel or the pilot's arrow on Tenna: You have been hearing it for a long time. A wind-like whistling or wind-like rushing sound."
https://hoerspiele.dra.de/detailansicht/1443955,Ryôan-Ji oder Die Gärten der Leere / Just to rolywholyover,2002,DRA,Ryôan-Ji,Klaus Schöning,medium,first named figure in description,“Ryôan-Ji or The Gardens of the Void” is a reflection on the visual works of John Cage.,"“Ryôan-Ji or The Gardens of the Void” is a reflection on the visual works of John Cage. They stand in a rhizomatic network of relationships to his musical, poetic works, which are permeated by the spirit of Zen."
https://hoerspiele.dra.de/detailansicht/1443954,Mushroom Talk,2002,DRA,John Cage,Klaus Schöning,medium,first named figure in description,"John Cage (September 5, 1912 - August 12, 1992) is one of the most versatile and groundbreaking artistic personalities of the 20th century.","John Cage (September 5, 1912 - August 12, 1992) is one of the most versatile and groundbreaking artistic personalities of the 20th century."
https://hoerspiele.dra.de/detailansicht/1444158,Erinnerungen,1980,DRA,The Bremen Town Musicians reception,Detlef Michelers,medium,curated description override,Learn more A quicker moderator welcomes listeners to a live discussion.,"Learn more A quicker moderator welcomes listeners to a live discussion. ""Today's topic in our series 'Contemporary History for Contemporaries' is the question of a new reception of the history of the Bremen Town Musicians that has become necessary."
https://hoerspiele.dra.de/detailansicht/1444026,Wie eine Staubwolke von Noten,1975,DRA,Staubwolke von Noten,Ekkehard Sass,low,curated title fallback,"""An author's attempt to gain entry into the 'closed society' of a concert orchestra.","""An author's attempt to gain entry into the 'closed society' of a concert orchestra. The orchestra instrument is broken down into its components. Behind these components stands the individual musician, his work with a specific instrument."
https://hoerspiele.dra.de/detailansicht/1444843,Das Handwerk des Lebens (1. Teil: 1935-1939),2003,DRA,Cesare Pavese,Cesare Pavese,medium,named subject action,"""It is the story of a man who found it extremely difficult to live and his struggle to find a place in life or die so that he would have enough to live and enough to say."" The literary diary as a form of existential reassurance: Cesare Pavese wrote his...","""It is the story of a man who found it extremely difficult to live and his struggle to find a place in life or die so that he would have enough to live and enough to say."" The literary diary as a form of existential reassurance: Cesare Pavese wrote his..."
https://hoerspiele.dra.de/detailansicht/1444869,Blitzlichter (Langfassung),2002,DRA,Ilse Aichinger,Ilse Aichinger,high,autobiographical description names author,Ilse Aichinger tells her life in an idiosyncratic way.,"Ilse Aichinger tells her life in an idiosyncratic way. Brief, existential - a completely different autobiography that is essentially defined by going to the cinema."
https://hoerspiele.dra.de/detailansicht/1444844,Das Handwerk des Lebens (2. Teil: 1939-1950),2003,DRA,Cesare Pavese,Cesare Pavese,medium,named subject action,"""It is the story of a man who found it extremely difficult to live and his struggle to find a place in life or die so that he would have enough to live and enough to say."" The literary diary as a form of existential reassurance: Cesare Pavese wrote his...","""It is the story of a man who found it extremely difficult to live and his struggle to find a place in life or die so that he would have enough to live and enough to say."" The literary diary as a form of existential reassurance: Cesare Pavese wrote his..."
https://hoerspiele.dra.de/detailansicht/1445045,Blagomir Alexiev - Ein Porträt,2002,DRA,Blagomir Alexiev,Gisela Erbslöh,high,title names subject,Blagomir Alexiev - Ein Porträt,"A portrait of the author Blagomir Alexiev, who was awarded the SWR Karl Sczuka Prize. Blagomir Alexiev, born in 1954 in Varna/Bulgaria, completed his training in Sofia in 1973, worked there as a musician from 1977 to 1984 and as a sound engineer in the studio of the National Theater and Film Academy from 1984 to 1997."
https://hoerspiele.dra.de/detailansicht/1445261,Porträt einer verfilmten Landschaft,1977,DRA,Tourist,Elfriede Jelinek,medium,first named figure in description,"Tourist resort in her Styrian homeland ""Ramsau am Dachstein"", she subsequently built up her radio piece from the material that ""fell victim to the editing with the exception of a few interviews and statements"".","Tourist resort in her Styrian homeland ""Ramsau am Dachstein"", she subsequently built up her radio piece from the material that ""fell victim to the editing with the exception of a few interviews and statements""."
https://hoerspiele.dra.de/detailansicht/1445980,Verurteilt oder Christa Palms Briefe in den Knast,1976,DRA,Manfred Gillich,Wolfgang Schiffer; Charles Dürr,medium,named subject action,"In January 1963, Manfred Gillich was arrested during a break-in at a fur shop and taken into custody.","In January 1963, Manfred Gillich was arrested during a break-in at a fur shop and taken into custody. At that time, his fiancée, Christa Palm, was working as a waitress in a Cologne restaurant run by the inmate's mother."
https://hoerspiele.dra.de/detailansicht/1446234,Exakte Vision. Helen Hessels Jules und Jim,2004,DRA,Exact Vision,Helen Hessel,medium,first named figure in description,“Exact Vision” tells the story of a love affair that has become legendary.,“Exact Vision” tells the story of a love affair that has become legendary. Helen Hessel is the wife between the writers Franz Hessel and Henri-Pierre Roché; she met the two close friends in Paris in 1912.
https://hoerspiele.dra.de/detailansicht/1446549,Le Rêveur Au Sourire Passager,2003,DRA,Leo Küpper,Marietta Morawska-Büngeler,high,opening biographical apposition,"Leo Küpper, born in 1935, studied composition and musicology.","Leo Küpper, born in 1935, studied composition and musicology. In 1967 he founded his own studio in Brussels, ""Studio de Recherches et de Structurations Electroniques Auditives""."
https://hoerspiele.dra.de/detailansicht/1446756,Schlußball (1. Teil: Erinnerungen aus Neu-Spuhl),1960,DRA,Final,Gerd Gaiser,medium,first named figure in description,Final ball (Part 1: Memories from Neu-Spuhl).,Final ball (Part 1: Memories from Neu-Spuhl).
https://hoerspiele.dra.de/detailansicht/1446878,48 PS. Zur Biographie der Autos,1976,DRA,Autos,Peter Faecke; Rainer Ostendorf,low,curated title fallback,"In our radio work, the biography of a car is to be recorded acoustically.","In our radio work, the biography of a car is to be recorded acoustically. We chose a mid-range car because this size class is preferred by both workers and employees."
https://hoerspiele.dra.de/detailansicht/1446910,The Retreat Diaries - Tagebuch eines Rückzugs,2003,DRA,Diary,William S. Burroughs,medium,first named figure in description,"""'The Diary of a Retreat' is not a chronological diary.","""'The Diary of a Retreat' is not a chronological diary."
https://hoerspiele.dra.de/detailansicht/1446943,Fanny,2003,DRA,Fanny Mayer,Heidi Knoblich,high,portrait title is name + full-name expansion,Fanny,"On February 25, 1881, Fanny Mayer followed her brother's call for help in Basel and came to the Feldberg after a painful winter journey. She finds a newborn whose mother has died, and she promises to support her brother until he finds someone to take care of the child and the inn."
https://hoerspiele.dra.de/detailansicht/1446946,"Im Zug der Zeit oder Wo geht's lang, Genosse Stalin? (2. Teil: Von Moskau in den Krieg)",2003,DRA,Georgi Dimitroff,Georgi Dimitroff,high,opening named biographical sentence,"Georgi Dimitroff is one of the few outstanding communist leaders of the 20th century whose fame, at least in part, has survived to this day in both the East and the West.","Georgi Dimitroff is one of the few outstanding communist leaders of the 20th century whose fame, at least in part, has survived to this day in both the East and the West."
https://hoerspiele.dra.de/detailansicht/1447208,Außer Briefe schreiben kann man hier nichts,1978,DRA,"The radio work, which",Peter Goedel; Herbert Hoven,medium,opening role phrase,"The radio work, which is about the story of the 14-year-old student Markus, is based on an authentic case.","The radio work, which is about the story of the 14-year-old student Markus, is based on an authentic case. Markus is generally considered to be an “unruly boy”. He does not conform to the valid educational norms and insists on his own ways."
https://hoerspiele.dra.de/detailansicht/1447246,Trem Pàssaro,2003,DRA,Denise Garcia,Denise Garcia,medium,role/name phrase in description,"The Brazilian composer Denise Garcia, who studied composition for instrumental music in São Paulo with Willy Corrèa de Oliviera and in Detmold and Munich, has been increasingly working with electroacoustic music since the 1990s.","The Brazilian composer Denise Garcia, who studied composition for instrumental music in São Paulo with Willy Corrèa de Oliviera and in Detmold and Munich, has been increasingly working with electroacoustic music since the 1990s."
https://hoerspiele.dra.de/detailansicht/1447238,Das einzig Sichere ist das Wagnis,2003,DRA,Felix Jackson,Sylvia Rauer,high,opening when-clause names subject,"When Felix Jackson, alias Felix Joachimson, died in California in 1992 at the age of 90, he was one of the few emigrants who made it in the American TV business.","When Felix Jackson, alias Felix Joachimson, died in California in 1992 at the age of 90, he was one of the few emigrants who made it in the American TV business."
https://hoerspiele.dra.de/detailansicht/1447271,Reden in der Dämmerung,1985,DRA,Paul,Volkmar Röhrig; Matthias Thalheim,medium,named subject action,Paul was deployed as a student to defend his hometown in the final days of the Second World War.,Paul was deployed as a student to defend his hometown in the final days of the Second World War. Several classmates were killed. Now he remembers these events that night.
https://hoerspiele.dra.de/detailansicht/1447446,"Hilde Duwe, Arbeiterin im VEB Alwo in Brandenburg",1976,DRA,Workers,Peter Goslicki,medium,first named figure in description,Workers at a textile company agree to work a special shift in support of a solidarity campaign for Vietnam out of gratitude and recognition for their committed colleague Hilde Duwe.,Workers at a textile company agree to work a special shift in support of a solidarity campaign for Vietnam out of gratitude and recognition for their committed colleague Hilde Duwe.
https://hoerspiele.dra.de/detailansicht/1447582,Der Vortrag,1978,DRA,Vortrag,Jana Kursawe,low,curated title fallback,"In a diary story, a fourteen-year-old student describes her disappointment when she discovers that her father, as a student, was far from being the role model he always presented himself as in his moral sermons.","In a diary story, a fourteen-year-old student describes her disappointment when she discovers that her father, as a student, was far from being the role model he always presented himself as in his moral sermons."
https://hoerspiele.dra.de/detailansicht/1447448,"Irene Richter, Schichtmeister im VEB Kunstseidenwerk ""Siegfried Rädel"" in Pirna",1976,DRA,Irene Richter,Peter Biele; Elifius Paffrath,medium,first named figure in description,"Irene Richter, shift supervisor at the VEB artificial silk factory “Siegfried Rädel” in Pirna, remembers her career from worker to master and the associated requirements.","Irene Richter, shift supervisor at the VEB artificial silk factory “Siegfried Rädel” in Pirna, remembers her career from worker to master and the associated requirements."
https://hoerspiele.dra.de/detailansicht/1447447,"Siegfried Pilling, Meister im Fritz-Heckert-Werk in Karl-Marx-Stadt",1976,DRA,Various,Siegfried Pfaff,medium,first named figure in description,"Various people describe the exemplary work of Siegfried Pilling, foreman at the Fritz Heckert factory in Karl-Marx-Stadt.","Various people describe the exemplary work of Siegfried Pilling, foreman at the Fritz Heckert factory in Karl-Marx-Stadt."
https://hoerspiele.dra.de/detailansicht/1447450,Keine Irrfahrt für Odysseus oder Erinnerungen eines gewissen Kautz,1976,DRA,Otto Kautz,Hans-Ulrich Lüdemann,medium,first named figure in description,"When the soldier Otto Kautz returns from the Second World War, his wife and their son live with the local teacher.","When the soldier Otto Kautz returns from the Second World War, his wife and their son live with the local teacher. He earns his living collecting food hidden from local farmers, which he commandeers to feed people."
https://hoerspiele.dra.de/detailansicht/1447451,"Lieselotte Kullmann, Textilarbeiterin im VEB Buntgarnwerke Leipzig-Markleeberg",1976,DRA,Employees,Ulrike Schünemann,medium,first named figure in description,"Employees praise the exemplary work of their colleague Lieselotte Kullmann, textile worker at VEB Buntgarnwerke Leipzig-Markkleeberg.","Employees praise the exemplary work of their colleague Lieselotte Kullmann, textile worker at VEB Buntgarnwerke Leipzig-Markkleeberg."
https://hoerspiele.dra.de/detailansicht/1447662,Dero ergebenster Lessing,1979,DRA,Gotthold Ephraim Lessing,Gotthold Ephraim Lessing,high,manual override,"Based on letters, writings, and documents from the final years of Gotthold Ephraim Lessing.","Description of Gotthold Ephraim Lessing's years in Wolfenbüttel: his financial hardship, his marriage to Eva König, the death of his wife and child and the constant dispute with the court in letters, writings and other documents."
https://hoerspiele.dra.de/detailansicht/1447613,Alles Humbug,1978,DRA,United States,P. T. Barnum,medium,first named figure in description,"A young wealthy man from the United States accuses the American, manager and everyday guy Barnum of dubious business dealings.","A young wealthy man from the United States accuses the American, manager and everyday guy Barnum of dubious business dealings. Barnum presented Washington's alleged nurse, a mermaid and the ""Swedish Nightingale"" to the astonished and paying audience."
https://hoerspiele.dra.de/detailansicht/1447948,Rudi ist tot,1983,DRA,Rudi Rubbel,Siegfried Hanusch; Birgit Kessler,medium,first named figure in description,"The life of the trade union, SED and economic official (original sound) Rudi Rubbel, who recently died in an accident, is portrayed.","The life of the trade union, SED and economic official (original sound) Rudi Rubbel, who recently died in an accident, is portrayed. His career as an official after the Second World War is illustrated by (original sound) N."
https://hoerspiele.dra.de/detailansicht/1447707,Und morgen geht's weiter,1979,DRA,Portrait,Siegfried Hanusch,medium,first named figure in description,"Portrait of the foundry engineer, candidate for the SED district leadership and designated party secretary of his company, Horst Trute, born in 1944, from Wernigerode.","Portrait of the foundry engineer, candidate for the SED district leadership and designated party secretary of his company, Horst Trute, born in 1944, from Wernigerode."
https://hoerspiele.dra.de/detailansicht/1448012,"Damals, als ich heimkam",1984,DRA,Rondell,Rolf Wohlgemuth,medium,first named figure in description,"In the first post-war summer, the young, war-wounded Rondell tries to find his way again in the once familiar surroundings of his Erzgebirge homeland, to organize food and to escape the general destruction.","In the first post-war summer, the young, war-wounded Rondell tries to find his way again in the once familiar surroundings of his Erzgebirge homeland, to organize food and to escape the general destruction."
https://hoerspiele.dra.de/detailansicht/1448573,Der letzte Penny,1969,DRA,What,Manfred Bieler,medium,first named figure in description,"""What will you think about when you die?"" The question of the final thought is the question of a life: that of the author.","""What will you think about when you die?"" The question of the final thought is the question of a life: that of the author. The five characters are at the same time people who determine this life and variations of itself."
https://hoerspiele.dra.de/detailansicht/1448675,"""Sehr verehrter Heinz Rühmann ...""",2002,DRA,German,Heinz Rühmann; N. N.,medium,first named figure in description,"You are the most popular German actor of the last century."" The actor's estate contains numerous fan letters that Rühmann kept.","You are the most popular German actor of the last century."" The actor's estate contains numerous fan letters that Rühmann kept. They impressively demonstrate how much the audience trusts their star, opens up to him, and even sometimes surrenders to him."
